,Songshan Airport ,Zhongshan Junior High School,Nanjing Fuxing,Zhongxiao Fuxing,Daan,Technology Building,Liuzhangli,Linguang,Xinhai,Wanfang Hospital,Wanfang Community,Muzha,Taipei Zoo,Dazhi ,Jiannan Rd. ,Xihu,Gangqian ,Wende ,Neihu ,Dahu Park ,Huzhou ,Donghu ,Nangang Software Park,Taipei Nangang Exhibition Center,Xiaobitan,Xindian ,Xindian District Office,Qizhang,Dapinglin ,Jingmei ,Wanlong ,Gongguan ,Taipower Building ,Guting ,Chiang Kai-Shek Memorial Hall,Xiaonanmen,Dingxi ,Yongan Market ,Jingan ,Nanshijiao ,NTU Hospital,Taipei Main Station,Zhongshan ,Shuanglian ,Minquan W. Rd. ,Yuanshan,Jiantan ,Shilin ,Zhishan,Mingde,Shipai,Qilian,Qiyan ,Beitou,Xinbeitou,Fuxinggang,Zhongyi ,Guandu ,Zhuwei,Hongshulin,Tamsui,Dingpu,Yongning,Tucheng,Haishan,Far Eastern Hospital,Fuzhong,"Banqiao
(Bannan Line)",Xinpu,Jiangzicui,Longshan Temple,Ximen ,Shandao Temple,Zhongxiao Xinsheng,Zhongxiao Dunhua,Sun Yat-Sen Memorial Hall,Taipei City Hall,Yongchun,Houshanpi,Kunyang,Nangang ,Xiangshan,Taipei 101/World Trade Center,Xinyi Anhe,Daan Park,Beimen,Songjiang Nanjing,Taipei Arena,Nanjing Sanmin,Songshan,Fu Jen University,Xinzhuang,Touqianzhuang ,Xianse Temple ,Sanchong ,Cailiao ,Taipei Bridge ,Daqiaotou,Zhongshan Elementary School,Xingtian Temple ,Dongmen ,Luzhou ,Sanmin Senior High School ,St. Ignatius High School,Sanhe Junior High School ,Sanchong Elementary School ,Huilong ,Danfeng,Shisizhang,Xiulang Bridge,Jingping,Zhonghe,Qiaohe,Zhongyuan,Banxin,"Banqiao
(Circular Line)",Xingpu Minsheng,Xingfu,New Taipei Industrial Park
2020/9/26,4214    ,13460    ,38101    ,48795    ,25176    ,12695    ,10924    ,3767    ,2891    ,12906    ,1937    ,4373    ,6223    ,9002    ,12501    ,12913    ,13964    ,6368    ,9282    ,3509    ,8091    ,8413    ,5136    ,23784    ,4146    ,11693    ,11811    ,15887    ,22128    ,16589    ,9878    ,29296    ,18219    ,30146    ,24595    ,8646    ,35932    ,25570    ,24439    ,19043    ,15960    ,143718    ,50213    ,20598    ,22233    ,28476    ,25836    ,26574    ,22775    ,11508    ,28698    ,6773    ,6949    ,19410    ,5943    ,3687    ,1849    ,10105    ,9011    ,11356    ,32218    ,8490    ,13107    ,7526    ,21585    ,19548    ,28583    ,42627    ,36466    ,25658    ,27273    ,68434    ,21420    ,31701    ,38706    ,24205    ,72006    ,20788    ,15841    ,15541    ,20234    ,13087    ,34051    ,18895    ,9738    ,12828    ,35640    ,27059    ,22409    ,21784    ,10390    ,11317    ,5970    ,4240    ,6936    ,9932    ,10065    ,12657    ,16767    ,27486    ,24394    ,13558    ,12260    ,12836    ,12248    ,11937    ,10305    ,9344    ,1043    ,2534    ,3541    ,4722    ,1792    ,2153    ,2408    ,8045    ,2153    ,3710    ,3898    
2020/9/27,3113    ,7929    ,19831    ,35890    ,13357    ,9062    ,6921    ,3333    ,1946    ,7922    ,1261    ,2851    ,5262    ,6502    ,9569    ,5039    ,5629    ,3312    ,6854    ,2387    ,5104    ,5214    ,2238    ,13980    ,4013    ,8279    ,8664    ,12007    ,15006    ,13229    ,7845    ,24372    ,13928    ,21918    ,16283    ,3547    ,25793    ,17840    ,17306    ,13757    ,9684    ,130988    ,38895    ,12084    ,14753    ,21673    ,18185    ,18963    ,15250    ,6765    ,18855    ,4841    ,4327    ,11973    ,4692    ,2439    ,1322    ,6904    ,6114    ,8090    ,23703    ,5140    ,8721    ,5013    ,13842    ,12018    ,20758    ,33744    ,25135    ,17385    ,19161    ,53000    ,12457    ,22872    ,25049    ,14397    ,48948    ,13817    ,11614    ,9134    ,14244    ,6113    ,20762    ,10171    ,6930    ,7603    ,16150    ,17901    ,12374    ,12208    ,7153    ,6477    ,3818    ,1990    ,4966    ,6370    ,7307    ,8493    ,11026    ,15798    ,16859    ,8509    ,7332    ,8867    ,8248    ,8563    ,6173    ,5981    ,604    ,2191    ,2850    ,3996    ,1085    ,922    ,1696    ,7107    ,1566    ,2605    ,2870    
2020/9/28,4802    ,15394    ,45219    ,41443    ,27325    ,15854    ,12353    ,4110    ,3181    ,15361    ,2083    ,4737    ,4444    ,10942    ,10167    ,19942    ,18051    ,6085    ,9628    ,3103    ,9335    ,8790    ,6160    ,28174    ,3646    ,10825    ,12725    ,17210    ,24826    ,17762    ,10357    ,28963    ,17281    ,35222    ,24193    ,10024    ,37857    ,27032    ,26906    ,20715    ,25464    ,125337    ,39409    ,22311    ,22695    ,25252    ,26258    ,24574    ,22532    ,13293    ,32211    ,6875    ,7932    ,18367    ,4548    ,3651    ,3636    ,14533    ,9627    ,11289    ,29724    ,9059    ,13255    ,7925    ,22908    ,24310    ,27111    ,41422    ,40855    ,27122    ,25393    ,53234    ,24162    ,31017    ,33648    ,20859    ,62684    ,21328    ,16623    ,16226    ,19183    ,13022    ,27048    ,19554    ,7163    ,11647    ,41108    ,30026    ,26045    ,23629    ,11069    ,11518    ,5469    ,5313    ,6610    ,10776    ,9979    ,12040    ,17833    ,29559    ,23479    ,14303    ,12605    ,13371    ,12853    ,12610    ,11261    ,9725    ,1094    ,2470    ,3865    ,4595    ,1988    ,3075    ,2710    ,7075    ,2273    ,3526    ,4057    
2020/9/29,4807    ,15575    ,45000    ,43801    ,27092    ,15788    ,12491    ,3930    ,3206    ,15517    ,2283    ,4947    ,5227    ,11174    ,10805    ,20026    ,18298    ,5991    ,9649    ,3286    ,9369    ,9068    ,5936    ,29335    ,3615    ,11905    ,13246    ,17413    ,24963    ,18357    ,10349    ,28927    ,17735    ,35771    ,26007    ,12577    ,38230    ,27738    ,27142    ,21135    ,27214    ,131458    ,40369    ,22269    ,24389    ,27596    ,28118    ,28467    ,23867    ,13970    ,33395    ,7033    ,8415    ,19868    ,4632    ,3851    ,3577    ,15016    ,10153    ,11589    ,32240    ,9118    ,13775    ,7869    ,23692    ,24824    ,28192    ,41417    ,41756    ,27567    ,26793    ,54469    ,24999    ,31045    ,34176    ,21049    ,63092    ,22095    ,16778    ,16436    ,20246    ,13779    ,27200    ,20039    ,8013    ,11675    ,40779    ,24641    ,25714    ,23624    ,16476    ,12029    ,5811    ,5401    ,6726    ,10914    ,9910    ,12462    ,17753    ,29483    ,24650    ,14109    ,12965    ,13499    ,12671    ,12483    ,11648    ,9813    ,1154    ,2408    ,3777    ,4488    ,2101    ,3047    ,2740    ,7653    ,2318    ,3459    ,4024    
2020/9/30,5380    ,15485    ,45459    ,47463    ,27438    ,16274    ,12360    ,4162    ,3302    ,15195    ,2252    ,4869    ,4713    ,11141    ,11965    ,19171    ,18187    ,6232    ,10069    ,3345    ,9715    ,9049    ,5963    ,29344    ,4196    ,12050    ,13520    ,18266    ,25665    ,19172    ,10604    ,29212    ,17898    ,35308    ,25005    ,12146    ,38547    ,27915    ,27655    ,21500    ,25661    ,183844    ,44714    ,22937    ,24375    ,28556    ,28674    ,28860    ,24792    ,13822    ,33598    ,7336    ,8456    ,20131    ,4746    ,3814    ,3733    ,14805    ,10221    ,11557    ,32095    ,9853    ,15681    ,8491    ,24702    ,25043    ,29510    ,46973    ,42077    ,28091    ,27529    ,61007    ,25177    ,32416    ,37562    ,21724    ,71919    ,22635    ,17201    ,16447    ,30076    ,14024    ,28219    ,20695    ,7852    ,12104    ,41502    ,24922    ,26158    ,24766    ,16017    ,12810    ,6204    ,5526    ,7183    ,11069    ,10576    ,12799    ,18264    ,30297    ,25118    ,15081    ,13484    ,13909    ,13127    ,12927    ,12214    ,10142    ,1153    ,2648    ,3895    ,4810    ,2182    ,3063    ,2943    ,10690    ,2504    ,3776    ,4394    
2020/8/1,3756    ,9289    ,23910    ,46870    ,17329    ,9460    ,7760    ,3649    ,2452    ,8426    ,1567    ,3246    ,10304    ,6181    ,10436    ,5796    ,6687    ,4110    ,7932    ,3567    ,5504    ,6185    ,2755    ,37274    ,4382    ,11111    ,9748    ,13095    ,17172    ,15106    ,8733    ,25790    ,15252    ,26203    ,16380    ,4487    ,29792    ,21042    ,20684    ,16620    ,11808    ,156079    ,44641    ,17851    ,16506    ,25401    ,26244    ,23427    ,19088    ,8752    ,21917    ,5922    ,5282    ,14522    ,4988    ,2924    ,1681    ,7729    ,7560    ,9603    ,31129    ,6251    ,11419    ,6205    ,17317    ,15534    ,26737    ,38634    ,30106    ,20728    ,25221    ,69988    ,15087    ,30342    ,33595    ,19603    ,61213    ,15017    ,14867    ,8843    ,19864    ,10159    ,42605    ,13746    ,8985    ,10593    ,19386    ,16199    ,14375    ,16843    ,7240    ,8675    ,4532    ,2267    ,7502    ,7769    ,9133    ,10147    ,13180    ,19323    ,21537    ,10567    ,9558    ,10493    ,9305    ,9724    ,7416    ,7428    ,499    ,2338    ,2761    ,4276    ,1216    ,1112    ,1765    ,7689    ,2022    ,3169    ,4055    
2020/8/2,3651    ,7385    ,17458    ,34258    ,12374    ,7647    ,6153    ,3130    ,1935    ,6474    ,1288    ,2463    ,5870    ,5445    ,9049    ,4457    ,5815    ,3242    ,6683    ,2974    ,4630    ,5180    ,2406    ,29886    ,4138    ,9566    ,8366    ,10963    ,14020    ,12546    ,7538    ,21842    ,12955    ,20787    ,14938    ,3734    ,25542    ,17874    ,16746    ,14044    ,9775    ,132335    ,34506    ,12144    ,14022    ,20864    ,20090    ,19674    ,16308    ,7051    ,17771    ,4727    ,4417    ,12865    ,4101    ,2573    ,1597    ,6609    ,6730    ,8281    ,26658    ,5522    ,8999    ,5054    ,14410    ,12112    ,21012    ,31532    ,25103    ,17486    ,21112    ,53957    ,11126    ,23684    ,24367    ,14469    ,47368    ,12946    ,12059    ,7741    ,16137    ,7353    ,33820    ,10273    ,7438    ,8312    ,13891    ,12298    ,11486    ,12368    ,6110    ,6635    ,3901    ,1934    ,6114    ,6182    ,7177    ,7992    ,10268    ,15008    ,17347    ,8834    ,7780    ,8471    ,7825    ,8015    ,6311    ,6054    ,418    ,1982    ,2609    ,3837    ,974    ,955    ,1475    ,6527    ,1751    ,2718    ,3571    
2020/8/3,4898    ,13449    ,39944    ,35604    ,21854    ,12696    ,10657    ,3702    ,2830    ,12049    ,1838    ,3472    ,2919    ,7395    ,8723    ,16812    ,15479    ,4781    ,8098    ,2660    ,7602    ,7112    ,5698    ,25040    ,3358    ,9001    ,11276    ,15186    ,21175    ,13727    ,9097    ,21938    ,15297    ,30447    ,20369    ,8488    ,33085    ,24307    ,24094    ,17733    ,23566    ,117732    ,31842    ,19968    ,19465    ,21149    ,17833    ,20354    ,19442    ,11044    ,26759    ,5915    ,7099    ,14719    ,3266    ,3309    ,2996    ,10269    ,7904    ,9473    ,22323    ,8315    ,11224    ,6832    ,19502    ,20732    ,23454    ,36957    ,34552    ,24008    ,21576    ,46600    ,18032    ,25616    ,29591    ,18971    ,55907    ,17841    ,14439    ,14313    ,16617    ,11413    ,30344    ,17560    ,6552    ,10003    ,36166    ,21424    ,22578    ,20787    ,8690    ,9612    ,4652    ,4721    ,5766    ,9085    ,8939    ,9951    ,15204    ,26260    ,20754    ,12359    ,10736    ,11849    ,11201    ,10827    ,8531    ,8434    ,676    ,2177    ,3439    ,4147    ,1716    ,2761    ,2391    ,6246    ,1785    ,3027    ,3614    
2020/8/4,4704    ,14601    ,43486    ,40903    ,24121    ,13706    ,11284    ,3828    ,3063    ,12575    ,1992    ,3936    ,4475    ,7989    ,9875    ,17425    ,16512    ,5051    ,9121    ,3007    ,8266    ,7957    ,5853    ,27070    ,3629    ,10101    ,11986    ,16234    ,22546    ,15406    ,9859    ,24309    ,17010    ,33989    ,23628    ,9552    ,35626    ,26104    ,25760    ,19385    ,26264    ,121989    ,38409    ,21964    ,21657    ,25495    ,21692    ,23934    ,22902    ,12278    ,29905    ,6659    ,7845    ,17166    ,4119    ,3639    ,3353    ,11854    ,9212    ,10825    ,26113    ,8801    ,12558    ,7382    ,21195    ,22336    ,26664    ,39578    ,37624    ,25987    ,25410    ,54227    ,20783    ,29379    ,33865    ,21259    ,60270    ,20032    ,15780    ,15308    ,17661    ,12561    ,26203    ,18964    ,7505    ,11561    ,38805    ,22840    ,24144    ,22851    ,9267    ,10753    ,5263    ,5036    ,6354    ,9801    ,9414    ,10739    ,16445    ,29677    ,23554    ,13285    ,11815    ,12408    ,11631    ,11476    ,9201    ,8980    ,725    ,2284    ,3498    ,4252    ,1894    ,2803    ,2478    ,6588    ,1980    ,3165    ,3923    
2020/8/5,4997    ,14766    ,44681    ,43059    ,24490    ,14016    ,11235    ,3900    ,3036    ,12922    ,2145    ,4084    ,4607    ,8327    ,10646    ,17752    ,16687    ,5157    ,9283    ,3328    ,8376    ,7883    ,5764    ,27648    ,3659    ,10791    ,12531    ,16597    ,22966    ,15681    ,9903    ,25196    ,17460    ,34339    ,24282    ,9503    ,35947    ,26545    ,25583    ,19511    ,25834    ,128336    ,40677    ,22753    ,22251    ,26303    ,23262    ,25148    ,23153    ,12445    ,30650    ,6580    ,8012    ,17706    ,4071    ,3745    ,3338    ,12271    ,9350    ,11131    ,27821    ,8858    ,13054    ,7647    ,21648    ,22757    ,27440    ,40386    ,37790    ,26608    ,25968    ,58437    ,20783    ,30423    ,36181    ,22398    ,63359    ,20120    ,16270    ,15540    ,18192    ,13473    ,27009    ,19562    ,8095    ,11904    ,39290    ,24279    ,24350    ,23357    ,9738    ,10840    ,5486    ,5071    ,6501    ,9786    ,9626    ,11101    ,16892    ,29559    ,24407    ,13517    ,11792    ,12823    ,11760    ,11399    ,9341    ,9125    ,733    ,2312    ,3479    ,4297    ,1950    ,2867    ,2569    ,6900    ,2085    ,3300    ,4022    
2020/8/6,5242    ,14874    ,44518    ,44025    ,24550    ,13854    ,11386    ,3900    ,2974    ,12775    ,2159    ,4066    ,5462    ,8229    ,11180    ,17339    ,16479    ,5253    ,9292    ,3340    ,8284    ,7916    ,5790    ,27847    ,3992    ,10554    ,12423    ,16641    ,22973    ,15938    ,10070    ,25272    ,17674    ,34522    ,24675    ,9493    ,36177    ,26586    ,25779    ,19636    ,26238    ,134237    ,42205    ,22584    ,22158    ,26925    ,24473    ,25674    ,23351    ,12583    ,30624    ,6712    ,8111    ,18258    ,4249    ,3805    ,3313    ,11953    ,9254    ,11142    ,28598    ,9021    ,13226    ,7878    ,21901    ,22556    ,28167    ,41275    ,38267    ,26850    ,25733    ,58632    ,20752    ,30298    ,36555    ,22874    ,64324    ,20000    ,16405    ,15954    ,18546    ,13518    ,27859    ,19838    ,8125    ,12023    ,39730    ,23503    ,24468    ,23481    ,9280    ,11043    ,5430    ,5017    ,6775    ,9559    ,9700    ,11315    ,16521    ,29219    ,24786    ,13650    ,11951    ,12884    ,11590    ,11453    ,9500    ,9068    ,750    ,2363    ,3486    ,4269    ,1910    ,2840    ,2458    ,7014    ,2077    ,3297    ,4093    
2020/8/7,5248    ,14658    ,45581    ,49223    ,25043    ,14243    ,11580    ,3835    ,3271    ,12747    ,2143    ,3802    ,5094    ,8055    ,11721    ,17095    ,16219    ,5233    ,9588    ,3387    ,8165    ,8110    ,6002    ,27917    ,4078    ,11019    ,12520    ,17124    ,23766    ,16476    ,10151    ,26531    ,17982    ,34576    ,24972    ,9170    ,36587    ,26648    ,25713    ,19772    ,26090    ,167625    ,46765    ,23398    ,22266    ,27063    ,24994    ,26193    ,24595    ,12439    ,29887    ,6786    ,8091    ,18430    ,4646    ,3658    ,3395    ,11338    ,9377    ,11452    ,28937    ,9332    ,13945    ,8209    ,22432    ,22319    ,28674    ,45675    ,38734    ,27130    ,26974    ,65306    ,21426    ,32244    ,40297    ,24502    ,73304    ,20215    ,16949    ,15584    ,23151    ,13891    ,30945    ,20873    ,8461    ,12523    ,40013    ,23574    ,24957    ,24304    ,8734    ,11813    ,5647    ,5215    ,6780    ,9840    ,10089    ,11149    ,17141    ,30792    ,25689    ,13778    ,12014    ,12994    ,11705    ,11467    ,9713    ,9267    ,797    ,2423    ,3441    ,4413    ,1945    ,2841    ,2402    ,8590    ,2023    ,3509    ,4272    
2020/8/8,3291    ,8246    ,21131    ,40784    ,15448    ,8447    ,6991    ,3497    ,2194    ,7495    ,1311    ,2702    ,6586    ,4968    ,9239    ,4691    ,5728    ,3350    ,7237    ,3079    ,5006    ,5554    ,2497    ,16084    ,3940    ,10113    ,9086    ,12120    ,15819    ,14223    ,7966    ,29750    ,14994    ,23510    ,15881    ,4205    ,27204    ,19032    ,18376    ,15334    ,11033    ,131952    ,38892    ,15690    ,13843    ,21257    ,21629    ,21191    ,17865    ,8119    ,19759    ,5314    ,4814    ,13650    ,4280    ,2898    ,1566    ,7026    ,7343    ,9227    ,27845    ,6107    ,10750    ,5796    ,15933    ,13872    ,23411    ,34959    ,27225    ,19064    ,25482    ,60795    ,12373    ,24523    ,28522    ,16739    ,50807    ,13967    ,12951    ,8070    ,15319    ,7883    ,20951    ,11727    ,7882    ,9392    ,16851    ,18680    ,12965    ,15356    ,6454    ,8603    ,4073    ,2180    ,5970    ,6760    ,7980    ,9091    ,11358    ,17693    ,18938    ,9339    ,8970    ,9644    ,8572    ,9025    ,6940    ,6673    ,417    ,2029    ,2602    ,4183    ,1040    ,973    ,1473    ,7294    ,1655    ,2881    ,3161    
2020/8/9,3646    ,7538    ,18059    ,33961    ,12161    ,7919    ,6095    ,3307    ,1989    ,6826    ,1362    ,2603    ,6523    ,5221    ,8783    ,4501    ,5354    ,3206    ,6550    ,3154    ,4620    ,5092    ,2402    ,14076    ,4025    ,10475    ,8546    ,11427    ,14171    ,12273    ,7770    ,29252    ,14770    ,20702    ,15951    ,3884    ,25822    ,17398    ,17599    ,14414    ,9793    ,131954    ,34858    ,12094    ,14675    ,21144    ,21972    ,19665    ,16267    ,7137    ,18498    ,4956    ,4501    ,13194    ,4000    ,2483    ,1477    ,6541    ,6454    ,8449    ,28871    ,5873    ,9319    ,5198    ,14699    ,12294    ,21412    ,32005    ,24886    ,17231    ,20820    ,56542    ,12162    ,23036    ,24124    ,14518    ,46558    ,13087    ,11548    ,7862    ,13738    ,7729    ,21053    ,10387    ,8113    ,8368    ,14299    ,17361    ,11590    ,13421    ,6156    ,7225    ,3979    ,1908    ,6051    ,6345    ,7450    ,8044    ,10224    ,16929    ,17179    ,8662    ,7804    ,8527    ,7800    ,8157    ,6330    ,6166    ,398    ,2097    ,2567    ,4156    ,1114    ,1073    ,1505    ,6975    ,1679    ,2835    ,3417    
2020/8/10,5382    ,14048    ,41869    ,40213    ,23125    ,13509    ,11468    ,3627    ,2983    ,13043    ,2104    ,3882    ,4421    ,8157    ,9974    ,16795    ,15749    ,5129    ,9039    ,3156    ,8107    ,7659    ,5544    ,26724    ,3745    ,10224    ,12220    ,16269    ,22435    ,14977    ,9774    ,24863    ,16590    ,32413    ,21728    ,9314    ,35651    ,25740    ,25466    ,19243    ,25356    ,129769    ,36552    ,21595    ,21240    ,23754    ,21813    ,23836    ,21939    ,12272    ,29680    ,6513    ,7820    ,17008    ,4249    ,3546    ,3188    ,11714    ,8974    ,10879    ,28261    ,8675    ,12529    ,7496    ,20862    ,21954    ,26226    ,40426    ,36849    ,25761    ,24820    ,54788    ,19219    ,28058    ,33288    ,20754    ,60638    ,19290    ,16100    ,15649    ,18304    ,12924    ,27643    ,18841    ,7558    ,11064    ,37319    ,22331    ,23672    ,22297    ,9513    ,10410    ,5087    ,4788    ,6348    ,9326    ,9239    ,10564    ,15889    ,28593    ,22721    ,13207    ,11655    ,12474    ,11650    ,11568    ,9070    ,9149    ,671    ,2294    ,3507    ,4472    ,1823    ,2679    ,2416    ,6743    ,1901    ,3264    ,3930    
2020/8/11,4552    ,14342    ,43289    ,40823    ,23961    ,13593    ,11292    ,3909    ,2909    ,12915    ,2046    ,3791    ,4384    ,8036    ,10232    ,17801    ,16457    ,5079    ,8935    ,2928    ,7903    ,7924    ,5812    ,30261    ,3606    ,10045    ,11929    ,15959    ,22386    ,15278    ,9835    ,24451    ,16805    ,33262    ,22847    ,9469    ,35019    ,26268    ,25338    ,19007    ,26043    ,126154    ,38207    ,21474    ,21314    ,24746    ,21553    ,23922    ,22025    ,12042    ,28796    ,6379    ,7676    ,16657    ,4138    ,3567    ,3423    ,10964    ,8795    ,10545    ,25517    ,8742    ,12278    ,7453    ,21073    ,22176    ,26608    ,39749    ,36947    ,25346    ,24260    ,55032    ,20673    ,28794    ,34572    ,21251    ,60865    ,19510    ,15429    ,14950    ,18871    ,12508    ,26451    ,19327    ,7230    ,11441    ,38871    ,22845    ,24039    ,22442    ,9125    ,10359    ,5104    ,4989    ,6141    ,9409    ,9396    ,10389    ,16317    ,28582    ,23037    ,12885    ,11453    ,12249    ,11455    ,11171    ,9114    ,8978    ,754    ,2250    ,3483    ,4256    ,1885    ,2784    ,2422    ,6827    ,1980    ,3123    ,3886    
2020/8/12,5167    ,14639    ,43933    ,43233    ,24409    ,13906    ,11386    ,3960    ,3246    ,12994    ,2120    ,4033    ,4725    ,8470    ,10556    ,17401    ,16507    ,5205    ,9282    ,3263    ,8209    ,7946    ,5807    ,30445    ,3809    ,10451    ,12398    ,16453    ,23108    ,15676    ,9931    ,25458    ,17497    ,34226    ,23758    ,9781    ,35753    ,26484    ,25451    ,19790    ,26526    ,133113    ,40666    ,22643    ,22080    ,25831    ,23661    ,25720    ,23398    ,12267    ,30604    ,6493    ,7855    ,17575    ,4637    ,3675    ,3454    ,11646    ,9286    ,11079    ,27671    ,9016    ,12983    ,7837    ,21460    ,22429    ,27315    ,41050    ,37871    ,26158    ,25621    ,59213    ,21391    ,30175    ,36361    ,21962    ,63205    ,19981    ,15971    ,15447    ,19487    ,13268    ,28044    ,19779    ,7719    ,11882    ,39395    ,23875    ,24823    ,23129    ,9420    ,11282    ,5484    ,5097    ,6501    ,9809    ,9844    ,10940    ,16498    ,30512    ,24300    ,13309    ,11873    ,12492    ,11875    ,11464    ,9298    ,9069    ,820    ,2236    ,3439    ,4195    ,1834    ,2691    ,2425    ,6919    ,1968    ,3223    ,3975    
2020/8/13,5543    ,15014    ,44072    ,44690    ,24732    ,13723    ,11608    ,3936    ,3250    ,12636    ,2139    ,4052    ,5457    ,8448    ,10406    ,17325    ,16579    ,5160    ,9368    ,3284    ,8093    ,7908    ,5836    ,27653    ,4064    ,10817    ,12553    ,16481    ,23073    ,15866    ,10250    ,26055    ,17560    ,34632    ,24354    ,9633    ,36445    ,26751    ,26047    ,19876    ,26681    ,138146    ,40890    ,22147    ,22645    ,25705    ,23758    ,25835    ,23141    ,12500    ,30194    ,6733    ,8034    ,17791    ,4540    ,3680    ,3499    ,11365    ,9038    ,11310    ,28024    ,9173    ,13323    ,7837    ,21560    ,22531    ,27945    ,41990    ,38231    ,26892    ,25971    ,59040    ,20501    ,30888    ,36742    ,22300    ,64397    ,19835    ,16321    ,15988    ,18904    ,13457    ,27968    ,19850    ,7823    ,12205    ,39932    ,23662    ,24655    ,23436    ,9847    ,11301    ,5493    ,5069    ,6636    ,10075    ,9664    ,11144    ,16670    ,36181    ,24550    ,13672    ,11911    ,12845    ,11737    ,11585    ,9617    ,9023    ,722    ,2422    ,3489    ,4366    ,1827    ,2726    ,2509    ,7288    ,2021    ,3256    ,3951    
